Starting monitors...
🚀 ArgonWatch Server running on port 3000
📊 Monitoring: System, PM2, GitHub Runner
🚨 Alert Rules: 3 configured
Historical data loaded.
[SystemMonitor] Slow metrics: currentLoad: 294ms, mem: 727ms, fsSize: 721ms, networkStats: 774ms, cpuTemperature: 844ms, cpuCurrentSpeed: 294ms, fsStats: 294ms (Total: 844ms)
[SystemMonitor] Slow metrics: currentLoad: 290ms, mem: 732ms, fsSize: 738ms, networkStats: 789ms, cpuTemperature: 828ms, cpuCurrentSpeed: 290ms, fsStats: 290ms (Total: 828ms)
[SystemMonitor] Slow metrics: currentLoad: 291ms, mem: 732ms, fsSize: 727ms, networkStats: 767ms, cpuTemperature: 823ms, cpuCurrentSpeed: 291ms, fsStats: 291ms (Total: 823ms)
[SystemMonitor] Slow metrics: currentLoad: 310ms, mem: 767ms, fsSize: 745ms, networkStats: 795ms, cpuTemperature: 850ms, cpuCurrentSpeed: 310ms, fsStats: 310ms (Total: 850ms)
[SystemMonitor] Slow metrics: currentLoad: 290ms, mem: 729ms, fsSize: 724ms, networkStats: 771ms, cpuTemperature: 826ms, cpuCurrentSpeed: 290ms, fsStats: 290ms (Total: 826ms)
[SystemMonitor] Slow metrics: currentLoad: 298ms, mem: 747ms, fsSize: 754ms, networkStats: 806ms, cpuTemperature: 870ms, cpuCurrentSpeed: 298ms, fsStats: 298ms (Total: 870ms)
[SystemMonitor] Slow metrics: currentLoad: 289ms, mem: 704ms, fsSize: 710ms, networkStats: 758ms, cpuTemperature: 817ms, cpuCurrentSpeed: 289ms, fsStats: 289ms (Total: 817ms)
[SystemMonitor] Slow metrics: currentLoad: 299ms, mem: 728ms, fsSize: 719ms, networkStats: 781ms, cpuTemperature: 841ms, cpuCurrentSpeed: 299ms, fsStats: 299ms (Total: 841ms)
[SystemMonitor] Slow metrics: currentLoad: 298ms, mem: 730ms, fsSize: 721ms, networkStats: 787ms, cpuTemperature: 822ms, cpuCurrentSpeed: 298ms, fsStats: 298ms (Total: 822ms)
[SystemMonitor] Slow metrics: currentLoad: 297ms, mem: 748ms, fsSize: 760ms, networkStats: 812ms, cpuTemperature: 860ms, cpuCurrentSpeed: 296ms, fsStats: 297ms (Total: 860ms)
[SystemMonitor] Slow metrics: currentLoad: 291ms, mem: 726ms, fsSize: 722ms, networkStats: 762ms, cpuTemperature: 819ms, cpuCurrentSpeed: 291ms, fsStats: 291ms (Total: 819ms)
[SystemMonitor] Slow metrics: currentLoad: 290ms, mem: 730ms, fsSize: 725ms, networkStats: 775ms, cpuTemperature: 848ms, cpuCurrentSpeed: 290ms, fsStats: 290ms (Total: 848ms)
[SystemMonitor] Slow metrics: currentLoad: 287ms, mem: 717ms, fsSize: 721ms, networkStats: 774ms, cpuTemperature: 824ms, cpuCurrentSpeed: 287ms, fsStats: 287ms (Total: 824ms)
[SystemMonitor] Slow metrics: currentLoad: 288ms, mem: 724ms, fsSize: 723ms, networkStats: 770ms, cpuTemperature: 830ms, cpuCurrentSpeed: 288ms, fsStats: 288ms (Total: 830ms)
[SystemMonitor] Slow metrics: currentLoad: 290ms, mem: 732ms, fsSize: 724ms, networkStats: 778ms, cpuTemperature: 842ms, cpuCurrentSpeed: 290ms, fsStats: 290ms (Total: 842ms)
[SystemMonitor] Slow metrics: currentLoad: 300ms, mem: 769ms, fsSize: 762ms, networkStats: 810ms, cpuTemperature: 876ms, cpuCurrentSpeed: 300ms, fsStats: 300ms (Total: 876ms)
[SystemMonitor] Slow metrics: currentLoad: 292ms, mem: 712ms, fsSize: 727ms, networkStats: 765ms, cpuTemperature: 819ms, cpuCurrentSpeed: 292ms, fsStats: 292ms (Total: 819ms)
[SystemMonitor] Slow metrics: currentLoad: 286ms, mem: 723ms, fsSize: 713ms, networkStats: 764ms, cpuTemperature: 819ms, cpuCurrentSpeed: 286ms, fsStats: 286ms (Total: 819ms)
[SystemMonitor] Slow metrics: currentLoad: 292ms, mem: 720ms, fsSize: 715ms, networkStats: 769ms, cpuTemperature: 826ms, cpuCurrentSpeed: 292ms, fsStats: 292ms (Total: 826ms)
[SystemMonitor] Slow metrics: currentLoad: 311ms, mem: 759ms, fsSize: 754ms, networkStats: 833ms, cpuTemperature: 869ms, cpuCurrentSpeed: 311ms, fsStats: 311ms (Total: 869ms)
[SystemMonitor] Slow metrics: currentLoad: 288ms, mem: 723ms, fsSize: 719ms, networkStats: 765ms, cpuTemperature: 820ms, cpuCurrentSpeed: 288ms, fsStats: 288ms (Total: 820ms)
[SystemMonitor] Slow metrics: currentLoad: 288ms, mem: 730ms, fsSize: 734ms, networkStats: 797ms, cpuTemperature: 839ms, cpuCurrentSpeed: 288ms, fsStats: 288ms (Total: 840ms)
[SystemMonitor] Slow metrics: currentLoad: 291ms, mem: 717ms, fsSize: 725ms, networkStats: 783ms, cpuTemperature: 838ms, cpuCurrentSpeed: 291ms, fsStats: 291ms (Total: 838ms)
[SystemMonitor] Slow metrics: currentLoad: 291ms, mem: 716ms, fsSize: 733ms, networkStats: 781ms, cpuTemperature: 829ms, cpuCurrentSpeed: 291ms, fsStats: 291ms (Total: 829ms)
